TICID,Camera,CCD,Tmag,RA,Dec,sector,count
109070371,1,1,5.87,286.2977,-26.1389,92,1
99414919,3,2,5.87,317.3146,-20.1932,92,1
126006658,2,3,5.88,294.1088,-18.853,92,1
46095850,2,1,5.88,214.659,-18.7163,91,1
413757508,3,4,5.88,246.6821,-12.4266,91,1
537490,1,2,5.88,279.1906,-19.8966,92,1
290056616,2,4,5.88,206.0919,-14.7606,91,1
205960857,3,3,5.88,250.4003,-24.468,91,1
2828754,2,3,5.88,210.8805,-10.7314,91,1
302743951,4,2,5.89,258.0452,-27.043,91,1
70173641,3,2,5.89,227.2205,-23.0662,91,1
76856609,2,1,5.89,311.9557,-23.4755,92,1
108600160,1,1,5.89,285.6781,-24.3646,92,1
48966524,3,3,5.89,242.3526,-22.9505,91,1
435023464,4,1,5.9,258.9059,-17.2276,91,1
5520036,1,2,5.9,281.3279,-21.0018,92,1
422364664,2,1,5.9,311.5418,-21.5142,92,1
225085597,1,2,5.9,282.7495,-20.2953,92,1
442402171,1,2,5.9,285.7793,-19.103,92,1
504328,1,1,5.9,279.1964,-23.7634,92,1
6041347,2,3,5.9,214.4935,-7.9668,91,1
187748298,1,2,5.91,284.6226,-19.1765,92,1
309244750,2,1,5.91,221.5449,-21.1767,91,1
69106094,2,4,5.91,296.1692,-23.2644,92,1
429187507,2,2,5.91,307.8345,-17.1386,92,1
118890887,2,3,5.91,291.2106,-18.6168,92,1
70806301,3,2,5.91,234.756,-22.4736,91,1
54904390,3,1,5.91,238.9262,-8.6481,91,1
287613032,3,4,5.91,250.3181,-19.965,91,1
150680622,1,1,5.92,279.2637,-28.514,92,1
442105522,1,1,5.92,284.0028,-23.1739,92,1
6130665,2,3,5.92,215.5089,-8.0915,91,1
245832,1,2,5.92,278.6058,-19.7848,92,1
271949256,2,1,5.92,311.1477,-19.0442,92,1
244193987,4,4,5.92,274.1475,-20.5446,91,1
15294621,4,2,5.92,253.0743,-27.0164,91,1
397321615,1,1,5.92,281.1761,-29.9802,92,1
429000311,2,2,5.92,306.5187,-14.9802,92,1
441017906,3,2,5.92,323.7164,-20.4455,92,1
1486007,1,1,5.93,287.4323,-27.1146,92,1
23857208,3,1,5.93,312.8579,-11.106,92,1
72105911,2,1,5.93,306.2686,-19.4337,92,1
24189282,3,3,5.93,238.6646,-25.2439,91,1
228096158,1,1,5.93,278.6365,-24.2224,92,1
221125788,4,2,5.93,253.7117,-23.5126,91,1
187306950,2,3,5.93,291.9197,-17.2665,92,1
187615045,1,1,5.93,282.1561,-23.2151,92,1
17902907,4,2,5.93,254.5696,-26.059,91,1
294268836,2,4,5.93,203.6683,-13.2143,91,1
71874033,2,2,5.93,305.2552,-18.324,92,1
241962256,2,3,5.94,298.6259,-18.9362,92,1
419511836,1,1,5.94,286.7429,-22.4977,92,1
422483338,2,1,5.94,215.2672,-18.9923,91,1
441843789,1,2,5.94,283.2336,-18.2592,92,1
345121242,2,3,5.94,286.4216,-15.6605,92,1
168372183,2,4,5.94,290.1712,-24.2114,92,1
262283912,2,1,5.94,221.4712,-17.6988,91,1
77119584,3,2,5.94,313.3841,-19.1137,92,1
160280373,2,3,5.95,292.4219,-16.1488,92,1
54835546,3,1,5.95,238.5576,-11.0903,91,1
48760373,3,3,5.95,241.5265,-23.6065,91,1
101555167,4,1,5.95,257.7681,-20.6555,91,1
2535291,2,4,5.95,207.7045,-11.3588,91,1
197873286,3,4,5.95,249.9224,-20.8775,91,1
72435113,2,1,5.95,307.671,-20.7098,92,1
70366582,3,2,5.96,228.11,-18.09,91,1
446471663,2,3,5.96,287.5177,-17.5061,92,1
220308639,3,2,5.96,226.5131,-22.4041,91,1
74745426,2,1,5.96,300.9343,-22.5954,92,1
71857462,3,1,5.96,235.9881,-16.8691,91,1
12244335,3,2,5.96,231.522,-21.3801,91,1
227661088,1,1,5.96,278.3736,-28.1041,92,1
579496,1,2,5.96,279.3655,-19.4247,92,1
192602744,2,2,5.97,224.6459,-8.7174,91,1
433910390,1,2,5.97,279.522,-12.3751,92,1
75673519,4,1,5.97,260.1419,-19.3348,91,1
70367797,3,2,5.97,228.3296,-19.6478,91,1
224753485,1,1,5.98,282.5501,-22.8482,92,1
398863845,3,4,5.98,252.3653,-15.6679,91,1
323179450,3,3,5.98,247.6456,-27.1765,91,1
206108886,3,3,5.98,250.6955,-27.188,91,1
168493586,2,4,5.98,290.434,-26.1667,92,1
379554676,4,3,5.98,274.3505,-28.6522,91,1
99666998,4,1,5.98,256.4259,-21.2822,91,1
23868696,2,2,5.98,219.5177,-9.7378,91,1
335741665,2,4,5.98,209.6244,-14.1221,91,1
102039411,3,3,5.98,328.7511,-15.2583,92,1
385435054,2,4,5.99,211.6386,-17.4562,91,1
442515749,3,1,5.99,314.8735,-14.8002,92,1
68637413,3,3,5.99,243.7225,-25.4771,91,1
270485294,2,3,5.99,205.8966,-7.4273,91,1
186271747,1,2,5.99,277.828,-18.9102,92,1
326328909,3,2,5.99,325.4413,-19.8065,92,1
52694280,3,4,5.99,243.9646,-14.8491,91,1
428953068,2,2,5.99,306.0577,-14.1141,92,1
442381066,1,2,6.0,285.8881,-18.8056,92,1
81376588,4,2,6.0,259.5305,-24.0735,91,1
49038679,3,4,6.01,242.4798,-18.3411,91,1
206144150,2,2,6.01,308.885,-16.5261,92,1
3375779,1,1,6.03,280.4654,-23.8336,92,1
422688328,3,2,6.06,232.6511,-20.7288,91,1
413731775,1,1,6.08,284.6035,-22.5294,92,1
49406320,3,3,6.08,243.4172,-21.3999,91,1
434613683,4,1,6.1,254.6732,-14.8699,91,1
243891646,4,4,6.1,273.8041,-20.388,91,1
73806092,3,2,6.1,232.9304,-20.1652,91,1
114721100,2,2,6.1,305.1943,-14.7849,92,1
